NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
2008462,pm,KB,40,6/04/2008,N,8,0,8,0,8,3,1,49V23402,50V00307,1,15/05/2008,17,TO,8,16.93857143,16.87142857,0.996036097,FR,,,,,,,,160404,202677,,2008,KB40
2008463,pm,KB,39,6/04/2008,J,10,5,5,0,3,2,1,47V94770,46V73347,4,18/05/2008,11.35,JE,3,17.25,16.5,0.956521739,FR,,2008497,,,,,,160419,202648,,2008,KB39
2008465,pm,KB,28,9/04/2008,N,8,0,8,0,6,2,1,50V00431,50V02254,1,15/05/2008,17.35,TO,6,18.155,18.56666667,1.022675112,FR,,,,,,,,160448,202487,,2008,KB28
2008467,pm,KB,81,10/04/2008,J,7,0,7,0,7,,1,49V23404,47V94812,2,16/05/2008,12.05,TO,7,18.4,17.95714286,0.975931677,FR,,,,,,,,160502,202392,,2008,KB81
2008468,pm,KB,68,11/04/2008,J,11,1,10,0,9,,1,46V72544,47V94303,3,18/05/2008,10.34,JE,9,17.01,16.91111111,0.994186426,FR,,,,,,,,160654,202598,,2008,KB68
2008470,pm,KB,22,12/04/2008,J,7,7,0,0,0,,1,,44V51871,2,,,,,,,,FR,,,,,,B,,160353,202517,EI BEBROED,2008,KB22
2008471,pm,KB,78,12/04/2008,J,9,0,9,0,9,,1,47V94811,45V49491,2,16/05/2008,11.3,TO,9,17.99222222,16.72222222,0.929413944,FR,,,,,,,,160445,202378,,2008,KB78
2008472,pm,KB,90,12/04/2008,J,9,0,9,0,9,,1,50V00557,50V01181,1,18/05/2008,9.49,JE,9,17.47222222,16.73333333,0.957710652,FR,,,,,,,,160645,202443,,2008,KB90
2008473,pm,KB,45,12/04/2008,J,5,0,5,0,5,,1,44V51823,50V02273,1,19/05/2008,13,TO,5,18.014,17.7,0.982569113,FR,,,,,,,,160579,202668,,2008,KB45
2008474,pm,KB,52,12/04/2008,N,10,0,10,0,9,,1,49V24688,50V01310,1,18/05/2008,18.43,TO,9,17.845,18.25555556,1.023006756,FR,,,,,,,,160474,202544,,2008,KB52
2008475,pm,KB,79,13/04/2008,N,9,0,9,0,7,,1,50V02530,50V00348,1,18/05/2008,10.08,JE,7,17.20285714,16.97142857,0.986547085,FR,,,,,,,,160469,202379,,2008,KB79
2008476,pm,KB,41,13/04/2008,J,10,0,10,0,10,,1,47V95278,47V94793,3,20/05/2008,14,TO,10,18.078,17.42,0.963602168,FR,,,,,,,,160491,202657,,2008,KB41
2008477,pm,KB,48,13/04/2008,J,9,0,9,0,9,,1,50V00425,46V62099,1,18/05/2008,11.17,JE,9,17.45888889,17.7,1.013810221,FR,,,,,,,,160562,202622,,2008,KB48
2008478,pm,KB,82,14/04/2008,J,7,0,7,0,5,,1,44V51872,47V94721,3,19/05/2008,12,TO,5,17.614,16.28,0.924264789,FR,,,,,,,,160524,202399,,2008,KB82
2008479,pm,KB,30,14/04/2008,J,5,0,5,0,4,,1,50V00330,50V00578,1,18/05/2008,18,TO,4,17.865,16.675,0.933389309,FR,,,,,,,,160420,202521,,2008,KB30
2008480,pm,KB,57,14/04/2008,J,11,0,11,0,9,,1,50V00371,50V00368,1,21/05/2008,13,TO,9,17.81222222,18.25555556,1.024889277,FR,,,,,,,,160571,202490,,2008,KB57
2008481,pm,KB,91,14/04/2008,J,8,0,8,0,8,,1,50V01391,50V02162,1,18/05/2008,10.54,JE,8,17.68125,17.825,1.008130081,FR,,,,,,,,160694,202498,,2008,KB91
2008482,pm,KB,9,14/04/2008,J,9,0,9,0,9,,1,46V73377,49V23318,1,20/05/2008,12.45,TO,9,17.49222222,16.22222222,0.927396303,FR,,,,,,,,160507,202727,,2008,KB9
2008483,pm,KB,16,14/04/2008,N,11,1,10,0,10,5,1,46V62072,50V00351,1,24/05/2008,13.32,TO,10,18.11,17.29,0.954721149,FR,,,,,,,,160335,202668,,2008,KB16
2008484,pm,KB,17,15/04/2008,N,7,0,7,0,5,1,1,50V02260,49V23313,1,21/05/2008,11.4,EM,5,18.128,17.84,0.984112974,FR,,,,,,,,160342,202643,,2008,KB17
2008485,pm,KB,27,15/04/2008,J,9,1,8,0,6,,1,48V40469,50V01038,1,26/05/2008,12.3,TO,6,18.38666667,16.98333333,0.923676577,FR,,,,,,,,160435,202469,,2008,KB27
2008486,pm,KB,54,15/04/2008,J,7,0,7,0,6,,1,50V00427,47V96938,2,20/05/2008,14.4,TO,6,18.35166667,17.95,0.978112796,FR,,,,,,,,160513,202516,,2008,KB54
2008487,pm,KB,85,15/04/2008,N,9,0,9,0,9,1,1,50V00329,46V72175,2,21/05/2008,13.4,TO,9,17.90555556,18.44444444,1.030096184,FR,,,,,,,,160574,202404,,2008,KB85
2008488,pm,KB,51,17/04/2008,J,5,0,5,0,5,,1,50V00506,50V00353,1,18/05/2008,11.59,JE,5,17.564,17.28,0.983830563,FR,,,,,,,,160501,202549,,2008,KB51
2008489,pm,KB,21,17/04/2008,J,10,10,0,0,0,,1,,50V00573,1,,,,,,,,FR,,,,,,B,,160352,202534,RING IN NESTMAT=50V00573,2008,KB21
2008490,pm,KB,19,18/04/2008,J,8,0,8,0,8,,1,49V23411,50V02248,1,22/05/2008,15.2,TO,8,17.43875,16.6375,0.954053473,FR,,,,,,,,160347,202597,,2008,KB19
2008491,pm,KB,47,18/04/2008,J,5,0,5,0,4,,1,,47V94828,1,20/05/2008,14.25,TO,4,17.83,19.325,1.083847448,FR,,,,,,,,160577,202638,,2008,KB47
2008492,pm,KB,6,18/04/2008,J,9,0,9,0,6,,1,44V50670,50V02298,1,23/05/2008,16,TO,6,17.91166667,17.03333333,0.950963059,FR,,,,,,,,160550,202715,,2008,KB6
2008493,pm,KB,76,19/04/2008,J,6,0,6,0,6,,1,50V02534,,,22/05/2008,16.3,TO,6,18.15166667,17.15,0.944816821,FR,,,,,,,,160415,202388,,2008,KB76
2008494,pm,KB,66,19/04/2008,N,8,0,8,0,5,,1,,50V00114,1,22/05/2008,16,TO,5,17.692,16.92,0.956364459,FR,,,,,,,,160684,202586,,2008,KB66
2008495,pm,KB,63,26/04/2008,N,7,0,7,2,5,,1,49V23442,50V02919,1,29/05/2008,18,TO,5,16.874,14.42,0.85456916,FR,,,,,,,,160733,202504,,2008,KB63
2008496,pm,KB,70,30/04/2008,N,8,1,7,1,6,,1,49V24861,51V43039,2+,2/06/2008,11.3,TO,6,18.36,14.93333333,0.813362382,FR,,,,,,,,160613,202551,,2008,KB70
2008497,pm,KB,13,13/05/2008,J,8,8,0,0,0,,2,,46V73347,4,,,,,,,,FR,2008463,,,,,B,,160424,202670,"EI BEBROED,2E BROED KB39",2008,KB13
2008498,pm,KL,12,4/04/2008,J,11,0,11,0,6,,1,45V49062,49V23317,1,15/05/2008,11,DH,6,18.36333333,16.73333333,0.911236159,FR,,2008503,,,,,,161127,201697,,2008,KL12
2008499,pm,KL,1,6/04/2008,J,9,0,9,0,8,,1,50V00439,46V62074,1,12/05/2008,9.2,EM,8,17.495,15.85,0.905973135,FR,,,,,,,,161062,201579,,2008,KL1
2008501,pm,KL,6,11/04/2008,N,9,0,9,0,8,,1,47V94015,47V94317,3,19/05/2008,11.44,FA,8,16.9775,15.9625,0.94021499,FR,,,,,,,,161072,201674,,2008,KL6
2008502,pm,KL,7,27/04/2008,J,9,1,8,2,5,,1,50V00444,51V20100,1,2/06/2008,14,DH,5,17.47,14.92,0.854035489,FR,,,,,,,,161054,201681,,2008,KL7
2008503,pm,KL,9,12/05/2008,J,8,0,8,0,5,,2,45V49062,49V23317,1,15/06/2008,10.04,DH,5,17.578,16.82,0.956877916,FR,2008498,,,,,,,161080,201723,2E BROEDSEL KL 12,2008,KL9
2008504,pm,LO,14,2/04/2008,J,10,0,10,2,1,,1,,44V51856,2,16/05/2008,12.15,EM,1,16.28,14.2,0.872235872,FR,,,,,,,,160743,201536,,2008,LO14
2008505,pm,LO,48,2/04/2008,J,11,0,11,0,5,,1,,47V96803,2,14/05/2008,12.18,JE,5,16.788,16.7,0.994758161,FR,,,,,,,,160765,201435,,2008,LO48
2008506,pm,LO,62,3/04/2008,J,9,0,9,0,8,,1,46V73966,49V23444,1,10/05/2008,15.06,FA,8,17.41375,15.8875,0.912353743,FR,,,,,,,,160796,201778,,2008,LO62
2008507,pm,LO,18,3/04/2008,J,11,0,11,1,2,,1,,50V00340,1,16/05/2008,12,EM,2,17.115,16.75,0.978673678,FR,,,,,,,,160809,201600,,2008,LO18
2008508,pm,LO,35,4/04/2008,J,9,0,9,0,8,,1,50V00621,44V51939,2,16/05/2008,10.5,EM,8,16.9275,16.375,0.967360803,FR,,2008530,,,,,,160774,201638,,2008,LO35
2008509,pm,LO,33,5/04/2008,J,9,0,9,0,6,1,1,45V49535,47V96831,3,12/05/2008,11.3,EM,6,16.67166667,16.55,0.992702189,FR,,2008528,,,,,,160772,201676,,2008,LO33
2008510,pm,LO,55,5/04/2008,N,10,0,10,0,8,,1,50V02903,50V02539,1,11/05/2008,12.3,EM,8,17.05125,15.75,0.923685947,FR,,,,,,,,160746,201369,,2008,LO55
2008511,pm,LO,60,5/04/2008,J,9,1,8,8,0,,1,,47V95263,2,,,,,,,,FR,,,,,,P,,160650,201507,PULLI DOOD 1 DAG,2008,LO60
2008512,pm,LO,20,5/04/2008,J,10,0,10,9,0,,1,,47V94701,3,,,,,,,,FR,,,,,,P,,160839,201597,PULLI DOOD 4 DAGEN,2008,LO20
2008513,pm,LO,51,6/04/2008,J,8,0,8,0,8,,1,47V96852,50V00810,1,11/05/2008,12.55,EM,8,18.2,17.725,0.973901099,FR,,,,,,,,160800,201382,,2008,LO51
2008514,pm,LO,41,6/04/2008,N,8,0,8,0,8,1,1,45V49053,45V49414,2,14/05/2008,11.25,JE,8,18.1125,17.9125,0.988957902,FR,,,,,,,,160688,201552,,2008,LO41
2008515,pm,LO,50,6/04/2008,J,9,2,7,0,5,,1,46V72472,43V63994,5,14/05/2008,10.35,JE,5,18.168,16.62,0.914795244,FR,,,,,,,,160795,201402,,2008,LO50
2008516,pm,LO,23,7/04/2008,J,7,0,7,1,6,,1,49V23305,50V02546,1,14/05/2008,12,JE,6,17.36333333,17.83333333,1.027068535,FR,,,,,,,,160857,201639,,2008,LO23
2008518,pm,LO,3,11/04/2008,N,8,0,8,0,7,,1,47V96826,47V96818,3,16/05/2008,11.25,EM,7,16.82857143,15.92857143,0.946519525,FR,,,,,,,,160944,201637,,2008,LO3
2008519,pm,LO,58,11/04/2008,N,8,0,8,0,7,,1,50V02556,50V02194,1,19/05/2008,15.3,TO,7,18.04428571,17.3,0.958752276,FR,,,,,,,,160727,201451,,2008,LO58
2008520,pm,LO,57,11/04/2008,J,9,0,9,0,8,,1,50V02092,50V02256,1,18/05/2008,12.3,TO,8,18.5475,17.2625,0.930718426,FR,,,,,,,,160719,201414,,2008,LO57
2008521,pm,LO,28,12/04/2008,N,8,0,8,0,8,,1,47V94825,50V00551,1,18/05/2008,11.1,EM,8,17.31375,17.125,0.98909826,FR,,,,,,,,160850,201721,,2008,LO28
2008522,pm,LO,4,13/04/2008,J,11,0,11,0,9,7,1,46V62073,44V50027,2,26/05/2008,12,JE,9,17.38888889,15.55555556,0.89456869,FR,,,,,,,,160931,201625,,2008,LO4
2008523,pm,LO,27,14/04/2008,J,8,1,7,0,7,,1,50V02914,50V02915,1,19/05/2008,15,TO,7,17.54714286,14.5,0.826345355,FR,,,,,,,,160836,201749,,2008,LO27
2008524,pm,LO,45,16/04/2008,N,9,0,9,0,7,,1,46V72158,50V00446,2,20/05/2008,13.1,EM,7,17.98142857,18.31428571,1.018511162,FR,,,,,,,,160717,201509,,2008,LO45
2008525,pm,LO,40,19/04/2008,J,8,0,8,0,8,,1,50V02917,49V23308,1,24/05/2008,14.35,TO,8,17.7725,17.5875,0.98959066,FR,,,,,,,,160672,201578,,2008,LO40
2008526,pm,LO,1,25/04/2008,J,7,7,0,0,0,,1,,44V51804,3,,,,,,,,FR,,,,,,BM,,160917,201682,"EI BEBROED,VERDWENEN",2008,LO1
2008527,pm,LO,60,7/05/2008,J,9,0,9,0,5,,9,51V20947,48V40448,2,9/06/2008,17.3,DH,5,16.96,16.24,0.95754717,FR,,,,,,,,160650,201507,EXTRA PAAR,2008,LO60
2008528,pm,LO,31,13/05/2008,J,7,0,7,0,4,,2,45V49535,47V96831,3,16/06/2008,11.1,FA,4,16.4375,13.825,0.841064639,FR,2008509,,,,,,,160812,201687,2E BROEDSEL LO 33,2008,LO31
2008529,pm,LO,61,14/05/2008,J,8,0,8,1,2,,9,46V73365,51V20960,2+,15/06/2008,11.1,DH,3,16.93333333,13.26666667,0.783464567,FR,,,,,,,,160637,201523,EXTRA PAAR,2008,LO61
2008530,pm,LO,37,20/05/2008,J,6,0,6,1,5,,2,50V00621,44V51939,2,,,,,,,,FR,2008508,,,,,,,160746,201612,"PULLI NIET GERINGD, 2E BR LO 35",2008,LO37
2008531,pm,LW,3,1/04/2008,J,10,0,10,0,10,4,1,50V02904,50V00863,1,12/05/2008,14,TO,10,16.968,15.87,0.935289958,FR,,,,,,,,160291,201328,,2008,LW3
2008532,pm,LW,4,8/04/2008,N,9,0,9,0,9,,1,46V73670,44V50037,2,16/05/2008,15,EM,9,17.59222222,17.58888889,0.999810522,FR,,,,,,,,160316,201334,,2008,LW4
2008533,pm,LW,6,13/04/2008,N,8,0,8,0,8,,1,44V52380,44V50801,4,16/05/2008,15.2,EM,8,17.9175,16.65,0.929259104,FR,,,,,,,,160353,201374,,2008,LW6
2008534,pm,LW,10,13/04/2008,J,7,1,6,0,6,,1,,50V00480,1,16/05/2008,14.35,EM,6,16.995,15.68333333,0.922820437,FR,,,,,,,,160357,201406,,2008,LW10
2008535,pm,MP,9,10/04/2008,J,6,1,5,0,2,3,1,,50V02920,2+,18/05/2008,14.15,FF,2,,,,PB,,2008545,,,,,,,,PULLI NIET GEWOGEN,2008,MP9
2008536,pm,MP,8,15/04/2008,J,8,3,5,0,5,,1,49V24563,44V48698,6,21/05/2008,14.59,FF,5,,,,PB,,,,,,,,,,PULLI NIET GEWOGEN,2008,MP8
2008537,pm,MP,4,15/04/2008,J,7,0,7,0,3,,1,,,,21/05/2008,14.46,FF,3,,,,PB,,,,,,,,,,rw=METAAL-R; PULLI NIET GEWOGEN,2008,MP4
2008545,pm,MP,9,17/05/2008,N,8,0,8,1,3,,2,,,,20/06/2008,9.56,FF,3,,,,PB,2008535,,,,,,,,,"PUL NI GEWOGEN,2EBR MP9",2008,MP9
2008546,pm,RO,39,2/04/2008,J,9,1,8,0,5,1,1,,,,12/05/2008,12.4,FF,5,,,,FR,,,,,,,,159204,202349,PULLI NIET GEWOGEN,2008,RO39
2008547,pm,RO,3A,2/04/2008,N,9,0,9,0,9,,1,,,,12/05/2008,11.07,FF,9,,,,FR,,2008565,,,,,,159129,202580,rw=METAAL-L; PULLI NIET GEWOGEN,2008,RO3A
2008548,pm,RO,27,2/04/2008,J,10,0,10,0,9,1,1,,,,12/05/2008,12.12,FF,9,,,,FR,,,,,,,,159325,202402,PULLI NIET GEWOGEN,2008,RO27
2008549,pm,RO,32,4/04/2008,J,9,0,9,0,7,,1,,,,12/05/2008,12.46,FF,7,,,,FR,,,,,,,,159244,202416,rw=ONGERING; PULLI NIET GEWOGEN,2008,RO32
2008550,pm,RO,4,6/04/2008,J,10,0,10,0,10,,1,,,,12/05/2008,11.23,FF,10,,,,FR,,,,,,,,159109,202601,PULLI NIET GEWOGEN,2008,RO4
2008551,pm,RO,26,6/04/2008,J,6,0,6,0,5,,1,,,,12/05/2008,12.07,FF,5,,,,FR,,,,,,,,159326,202414,PULLI NIET GEWOGEN,2008,RO26
2008555,pm,RO,13,9/04/2008,J,8,0,8,0,5,3,1,,,,16/05/2008,14.2,JE,5,,,,FR,,,,,,,,159374,202555,PULLI NIET GEWOGEN,2008,RO13
2008557,pm,RO,17,12/04/2008,J,8,0,8,0,8,,1,,51V20200,2+,16/05/2008,14.1,JE,8,,,,FR,,,,,,,,159352,202491,PULLI NIET GEWOGEN,2008,RO17
2008559,pm,RO,18,16/04/2008,J,7,1,6,0,6,,1,,45V39643,5,16/05/2008,13.55,JE,6,,,,FR,,,,,,,,159304,202495,PULLI NIET GEWOGEN,2008,RO18
2008560,pm,RO,2,22/04/2008,N,5,2,3,0,3,,1,,,,16/05/2008,13.3,JE,3,,,,FR,,,,,,,,159193,202543,PULLI NIET GEWOGEN,2008,RO2
2008561,pm,RO,22,22/04/2008,J,9,0,9,2,2,4,1,,,,27/05/2008,9.3,JE,2,,,,FR,,,,,,,,159404,202469,rw=ONGERING; PULLI NIET GEWOGEN,2008,RO22
2008562,pm,RO,15,23/04/2008,J,8,0,8,2,6,,1,,,,27/05/2008,9.1,JE,6,,,,FR,,,,,,,,159421,202555,rw=ONGERING; PULLI NIET GEWOGEN,2008,RO15
2008563,pm,RO,36,24/04/2008,J,7,0,7,0,7,,1,,,,27/05/2008,9.5,JE,7,,,,FR,,,,,,,,159376,202367,PULLI NIET GEWOGEN,2008,RO36
2008564,pm,RO,16,30/04/2008,J,9,0,9,0,5,,1,,,,27/05/2008,9,JE,5,,,,FR,,,,,,,,159388,202498,PULLI NIET GEWOGEN,2008,RO16
2008566,pm,ZN,TF31,4/04/2008,N,10,0,10,0,9,,1,47V95242,45V57835,4,12/05/2008,9.54,JE,9,17.09222222,15.6,0.912695833,FR,,,,,,,,161530,203970,,2008,ZNTF31
2008567,pm,TF,BH234C,5/04/2008,N,9,0,9,0,9,,1,50V00303,50V00867,1,12/05/2008,12.2,FA,9,,,,TF,,,,,,,,160100,203380,PULLI NIET GEWOGEN,2008,TFBH234C
2008568,pm,ZN,TF25,6/04/2008,J,8,0,8,0,7,,1,45V80553,44V51855,2,14/05/2008,12.39,FA,7,17.48857143,16,0.914883189,FR,,2008572,,,,,,161575,203905,,2008,ZNTF25
2008569,pm,ZN,TF30,13/04/2008,N,9,0,9,0,6,,1,42V67654,46V62225,5,17/05/2008,11,DH,6,17.63166667,17.01666667,0.965119577,FR,,,,,,,,161635,203960,,2008,ZNTF30
2008570,pm,TF,BH234B,19/04/2008,N,7,0,7,0,7,,1,50V00829,49V24297,2,24/05/2008,18.24,FA,7,,14.14,,TF,,,,,,,,160090,203390,,2008,TFBH234B
2008571,pm,ZN,TF29,27/04/2008,J,6,0,6,0,5,,1,50V00666,50V00067,2,29/05/2008,12.43,FA,5,17.508,17.1,0.976696367,FR,,,,,,,,161575,203950,,2008,ZNTF29
2008572,pm,ZN,TF25,16/05/2008,N,6,1,5,5,0,,2,,44V51855,2,,,,,,,,FR,2008568,,,,,P,,161575,203905,"P+ 3D,2E BROEDSEL TFZN25",2008,ZNTF25
2008573,pm,TU,43,2/04/2008,J,10,0,10,0,8,,1,50V00840,50V00827,1,12/05/2008,11.41,FA,8,16.5725,15.2125,0.91793634,FR,,2008595,,,,,,160592,203156,,2008,TU43
2008574,pm,TU,13,6/04/2008,J,9,0,9,0,4,,1,49V23311,45V39295,2,16/05/2008,10,FA,4,17.6975,16.625,0.93939822,FR,,,,,,,,160476,203457,,2008,TU13
2008575,pm,TU,16,7/04/2008,J,10,0,10,5,5,,1,,44V50079,2,16/05/2008,9.3,FA,5,17.01,14.28,0.839506173,FR,,,,,,,,160377,203453,,2008,TU16
2008576,pm,TU,48,8/04/2008,J,9,2,7,0,7,,1,47V94590,46V62091,1,18/05/2008,10.1,FA,7,17.35857143,16.52857143,0.952185005,FR,,,,,,,,160631,203058,,2008,TU48
2008577,pm,TU,39,9/04/2008,J,6,0,6,0,6,,1,46V73324,46V73321,4,16/05/2008,10.3,FA,6,17.90333333,16.43333333,0.917892385,FR,,,,,,,,160498,203250,,2008,TU39
2008578,pm,TU,1,10/04/2008,N,10,0,10,0,8,2,1,46V72099,46V73509,3,19/05/2008,11.17,JE,8,16.95875,16.025,0.944939928,FR,,2008596,,,,,,160683,203416,,2008,TU1
2008579,pm,TU,9,10/04/2008,J,8,0,8,2,5,,1,,47V95019,3,23/05/2008,11.4,FA,5,17.5,13.7,0.782857143,FR,,,,,,,,160444,203355,,2008,TU9
2008580,pm,TU,8,11/04/2008,J,10,0,10,0,10,1,1,48V40906,44V50082,2,19/05/2008,10.14,JE,10,17.419,16.21,0.930593031,FR,,,,,,,,160455,203320,,2008,TU8
2008581,pm,TU,34,11/04/2008,N,8,0,8,0,8,,1,50V02550,50V01031,1,16/05/2008,11.15,FA,8,17.49875,15.4875,0.885063219,FR,,,,,,,,160379,203262,,2008,TU34
2008582,pm,TU,18,12/04/2008,N,8,1,7,0,7,3,1,47V95014,45V39134,4,19/05/2008,9.42,JE,7,16.93142857,16.72857143,0.9880189,FR,,,,,,,,160377,203383,,2008,TU18
2008583,pm,TU,53,13/04/2008,J,9,0,9,0,6,,1,47V94777,49V24287,2,20/05/2008,11.08,FA,6,17.40666667,17.55,1.008234393,FR,,,,,,,,160805,203096,,2008,TU53
2008585,pm,TU,46,14/04/2008,N,9,0,9,0,8,1,1,44V50450,44V51966,2,23/05/2008,9.35,FA,8,17.90375,17.375,0.970467081,FR,,,,,,,,160596,203095,,2008,TU46
2008586,pm,TU,6,14/04/2008,N,8,0,8,2,2,1,1,,50V00358,1,26/05/2008,10.39,JE,2,,11.95,,FR,,,,,,,,160515,203343,,2008,TU6
2008587,pm,TU,40,14/04/2008,N,8,0,8,8,0,1,1,,50V02157,1,,,,,,,,FR,,,,,,P,,160599.144,203296.464,PULLI DOOD 2 DAGEN,2008,TU40
2008588,pm,TU,33,15/04/2008,J,8,0,8,0,6,,1,45V39296,50V00881,1,21/05/2008,9.18,FA,6,17.90166667,17.53333333,0.979424635,FR,,,,,,,,160386,203234,,2008,TU33
2008589,pm,TU,28,15/04/2008,J,7,0,7,0,7,,1,44V50451,50V00868,1,18/05/2008,10.5,FA,7,18.81,17.01428571,0.904534062,FR,,,,,,,,160447,203160,,2008,TU28
2008590,pm,TU,54,18/04/2008,J,9,0,9,0,7,,1,,49V23312,1,24/05/2008,12.05,FA,7,18.00571429,16.58571429,0.921136147,FR,,,,,,,,160750,203144,,2008,TU54
2008591,pm,TU,64,18/04/2008,J,8,0,8,0,4,,1,,50V00876,1,24/05/2008,12.28,FA,4,17.4525,14.9,0.853745882,FR,,,,,,,,160702,203248,,2008,TU64
2008592,pm,TU,67,22/04/2008,J,9,0,9,0,3,,1,47V95257,46V72540,3,29/05/2008,11,DH,3,17.41333333,16.46666667,0.945635528,FR,,,,,,,,160653,203303,,2008,TU67
2008593,pm,TU,30,24/04/2008,J,8,1,7,3,0,,1,,45V49399,2,,,,,,,,FR,,,,,,P,,160410,203169,PULLI DOOD 6 DAGEN,2008,TU30
2008594,pm,TU,65,25/04/2008,J,8,0,8,8,0,,1,50V00842,50V00882,1,,,,,,,,FR,,,,,,P,,160662,203232,PULLI DOOD 9 DAGEN,2008,TU65
2008595,pm,TU,42,22/05/2008,N,7,1,6,1,5,,2,,50V00827,1,25/06/2008,11.3,TO,5,17.704,13.7,0.773836421,FR,2008573,,,,,,,160581,203180,2E BROEDSEL TU 43,2008,TU42
2008596,pm,TU,70,30/05/2008,N,8,0,8,0,4,,2,46V72099,46V73509,3,2/07/2008,11.3,TO,4,17.1375,13.1,0.764405543,FR,2008578,,,,,,,160666,203361,2E BROEDSEL TU 1,2008,TU70
2008597,pm,VS,8,6/04/2008,N,10,0,10,0,9,,1,,44V51857,3+,15/05/2008,11.4,DH,9,17.58111111,16.93333333,0.963154901,FR,,,,,,,,161248,202958,,2008,VS8
2008598,pm,VS,2,7/04/2008,J,12,0,12,0,10,,1,49V23427,46V73253,4,16/05/2008,14,DH,10,18.051,17.01,0.942330065,FR,,,,,,,,161225,202880,,2008,VS2
2008599,pm,VS,10,8/04/2008,J,10,0,10,0,10,,1,,47V94558,3,16/05/2008,11.5,DH,10,17.708,16.16,0.912581884,FR,,,,,,,,161323,202894,,2008,VS10
2008600,pm,VS,12,9/04/2008,J,11,0,11,0,11,,1,50V01027,50V02271,1,17/05/2008,12.06,DH,11,17.10909091,16.48181818,0.963336876,FR,,,,,,,,161262,202889,,2008,VS12
2008602,pm,ZN,9,3/04/2008,J,8,3,5,0,4,,1,46V73593,43V50653,6,14/05/2008,12.15,FA,4,17.045,16.525,0.96949252,FR,,,,,,,,161618,203752,,2008,ZN9
2008603,pm,ZN,1,6/04/2008,N,10,0,10,0,9,,1,49V24294,47V95273,2,14/05/2008,13.28,FA,9,16.97555556,17.31111111,1.019766985,FR,,,,,,,,161642,203810,,2008,ZN1
2008604,pm,ZN,10,13/04/2008,N,9,0,9,0,7,,1,50V01967,50V00164,1,17/05/2008,10.3,DH,7,17.43857143,18.2,1.043663472,FR,,,,,,,,161654,203751,,2008,ZN10
2008605,pm,ZN,13,15/04/2008,J,7,0,7,0,5,,1,47V94816,50V01020,1,20/05/2008,11.36,DH,5,18.088,18.44,1.019460416,FR,,,,,,,,161596,203840,,2008,ZN13
2008606,pm,ZN,6,17/04/2008,J,8,0,8,0,8,,1,50V02593,47V96740,3,22/05/2008,11.2,DH,8,17.46125,16.8,0.962130432,FR,,,,,,,,161551,203774,,2008,ZN6
2008607,pm,ZN,18,21/04/2008,J,6,0,6,1,3,,1,50V00065,43V64797,5,26/05/2008,9.39,JE,3,16.46333333,13.5,0.820004049,FR,,,,,,,,161644,203857,,2008,ZN18
2008609,pm,ZW,1,3/04/2008,J,8,0,8,0,8,,1,47V94961,50V02199,1,14/05/2008,11.2,FA,8,16.93,16.55714286,0.977976542,FR,,,,,,,,161405,203870,,2008,ZW1
2008610,pm,ZW,6,9/04/2008,J,6,1,5,0,3,,1,,50V00133,1,14/05/2008,11.43,FA,3,17.25666667,16.56666667,0.960015453,FR,,,,,,,,161413,203975,2 EI VERDWENEN,2008,ZW6
2008611,pm,ZW,3,20/04/2008,J,10,0,10,0,9,,1,50V00884,50V00883,1,24/05/2008,11.3,DH,9,17.00333333,16.37777778,0.963209828,FR,,,,,,,,161405,203907,,2008,ZW3
2008612,pm,ZZ,82,1/04/2008,N,9,0,9,0,8,5,1,50V02571,45V80088,4,11/05/2008,15.25,JE,8,17.48875,16.35,0.934886713,FR,,,,,,,,161519,203584,,2008,ZZ82
2008614,pm,ZZ,78,4/04/2008,J,10,10,0,0,0,,1,,46V73244,4,,,,,,,,FR,,,,,,B,,161593,203572,EI BEBROED,2008,ZZ78
2008615,pm,ZZ,90,5/04/2008,N,10,0,10,0,9,1,1,50V02578,47V94935,2,14/05/2008,15.25,DH,9,17.80555556,17.06666667,0.95850234,FR,,,,,,,,161397,203617,,2008,ZZ90
2008616,pm,ZZ,9,5/04/2008,J,9,0,9,0,8,,1,47V95973,50V00101,2,11/05/2008,14.14,JE,8,17.4125,14.625,0.839913855,FR,,2008636,,,,,,161660,203364,,2008,ZZ9
2008617,pm,ZZ,69,5/04/2008,J,7,0,7,0,6,,1,49V24850,50V02565,1,11/05/2008,11.53,JE,6,17.91333333,15.18333333,0.847599553,FR,,2008635,,,,,,161557,203441,,2008,ZZ69
2008618,pm,ZZ,22,6/04/2008,N,8,0,8,0,8,1,1,46V72094,46V72012,4,11/05/2008,14.45,JE,8,16.9775,16.1,0.948313945,FR,,,,,,,,161554,203314,,2008,ZZ22
2008620,pm,ZZ,76,7/04/2008,J,9,9,0,0,0,,1,,45V57031,4,,,,,,,,FR,,2008632,,,,B,,161585,203512,EI BEBROED,2008,ZZ76
2008621,pm,ZZ,52,8/04/2008,N,9,0,9,0,9,,1,50V02564,46V73482,3,15/05/2008,14.4,DH,9,17.40444444,15.94444444,0.916113381,FR,,,,,,,,161416,203510,,2008,ZZ52
